"id","trade_px","trade_volume","b1","b2","b3","b4","b5","a1","a2","a3","a4","a5","bq1","bq2","bq3","bq4","bq5","aq1","aq2","aq3","aq4","aq5","order_date_time","trades_date_time","update_type"
854,6109.34,0.16319421,6109.33,6107.76,6107.56,6106.38,6105.5,6109.34,6110.0,6110.56,6111.0,6111.29,30.38444761,0.016,0.002,2.1,0.06577763,7.39314237,0.1,1.0,0.004,1.63713,"20180628 09:20:27.680129","20180628 09:20:18.663547",1
17,6109.34,0.16319421,6109.33,6107.73,6107.69,6107.56,6106.73,6109.34,6110.0,6110.56,6111.0,6111.29,30.38644761,0.001,0.016,0.002,0.001,7.39314237,0.1,1.0,0.004,1.63713,"20180628 09:20:28.024183","20180628 09:20:18.738582",1
436,6109.34,0.16319421,6109.33,6107.73,6107.69,6107.56,6106.73,6109.34,6110.0,6110.56,6111.0,6111.29,30.38644761,0.001,0.016,0.002,0.001,7.39314237,0.1,1.0,0.004,1.63713,"20180628 09:20:28.031687","20180628 09:20:18.636880",1
115,6109.34,0.16319421,6109.33,6108.73,6107.76,6107.56,6106.38,6109.34,6110.0,6110.56,6111.0,6111.29,30.38444761,0.001,0.016,0.002,2.1,4.89314237,0.1,1.0,0.004,1.63713,"20180628 09:20:28.630828","20180628 09:20:18.923154",1
6,0.0,0.0,6109.33,6107.58,6107.56,6106.38,6105.5,6109.34,6110.0,6110.56,6111.0,6111.29,32.88644761,0.016,0.002,2.1,0.06577763,4.89314237,0.1,1.0,0.004,1.63713,"20180628 09:20:28.986381","20000101 00:00:00.000000",1
437,6109.34,0.16319421,6109.33,6107.58,6107.56,6106.73,6106.38,6109.34,6110.0,6110.56,6111.0,6111.29,34.91972761,0.016,0.002,0.001,2.1,4.89314237,0.1,1.0,0.004,1.63713,"20180628 09:20:29.913755","20180628 09:20:18.636880",1
420,6109.34,0.16319421,6109.33,6107.58,6107.56,6106.73,6106.38,6109.34,6110.0,6110.56,6111.0,6111.29,34.92172761,0.016,0.002,0.001,2.1,4.89314237,0.1,1.0,0.004,1.63713,"20180628 09:20:29.955533","20180628 09:20:18.666010",1
18,6109.34,0.16319421,6109.33,6107.52,6106.38,6105.5,6105.0,6109.34,6110.0,6110.56,6111.0,6111.29,34.91972761,0.016,2.1,0.06577763,1.0,4.89314237,0.1,1.0,0.004,1.63713,"20180628 09:20:30.424738","20180628 09:20:18.738582",1
7,0.0,0.0,6109.33,6108.73,6107.54,6107.52,6106.38,6109.34,6110.0,6110.56,6111.0,6111.29,34.92172761,0.001,0.002,0.016,2.1,4.89314237,0.1,1.0,0.004,1.63713,"20180628 09:20:30.860876","20000101 00:00:00.000000",1
116,6109.34,0.16319421,6109.33,6108.73,6107.73,6107.56,6107.53,6109.34,6110.0,6110.56,6111.0,6111.29,34.92172761,0.001,0.001,0.002,0.016,4.89314237,0.1,1.0,0.004,1.63713,"20180628 09:20:31.017320","20180628 09:20:18.923154",1
855,6109.34,0.16319421,6109.33,6108.73,6107.73,6107.56,6107.53,6109.34,6110.0,6110.56,6111.0,6111.29,34.91972761,0.001,0.001,0.002,0.016,4.89314237,0.1,1.0,0.004,1.63713,"20180628 09:20:31.123564","20180628 09:20:18.663547",1
438,6109.34,0.16319421,6109.33,6107.54,6107.53,6106.38,6105.5,6109.34,6110.0,6110.56,6111.0,6111.29,34.92172761,0.002,0.016,2.1,0.06577763,4.89314237,0.1,1.0,0.004,1.63713,"20180628 09:20:31.832739","20180628 09:20:18.636880",1
421,6109.33,0.00867754,6109.33,6107.58,6107.56,6106.73,6106.38,6109.34,6110.0,6110.56,6111.0,6111.29,34.92172761,0.016,0.002,0.001,2.1,4.89314237,0.1,1.0,0.004,1.63713,"20180628 09:20:29.955533","20180628 09:20:32.079525",2
856,6109.33,0.00867754,6109.33,6108.73,6107.73,6107.56,6107.53,6109.34,6110.0,6110.56,6111.0,6111.29,34.91972761,0.001,0.001,0.002,0.016,4.89314237,0.1,1.0,0.004,1.63713,"20180628 09:20:31.123564","20180628 09:20:32.083485",2
19,6109.33,0.00867754,6109.33,6107.52,6106.38,6105.5,6105.0,6109.34,6110.0,6110.56,6111.0,6111.29,34.91972761,0.016,2.1,0.06577763,1.0,4.89314237,0.1,1.0,0.004,1.63713,"20180628 09:20:30.424738","20180628 09:20:32.115688",2
8,6109.33,0.00867754,6109.33,6108.73,6107.54,6107.52,6106.38,6109.34,6110.0,6110.56,6111.0,6111.29,34.92172761,0.001,0.002,0.016,2.1,4.89314237,0.1,1.0,0.004,1.63713,"20180628 09:20:30.860876","20180628 09:20:32.118190",2
117,6109.33,0.00867754,6109.33,6108.73,6107.73,6107.56,6107.53,6109.34,6110.0,6110.56,6111.0,6111.29,34.92172761,0.001,0.001,0.002,0.016,4.89314237,0.1,1.0,0.004,1.63713,"20180628 09:20:31.017320","20180628 09:20:32.132477",2
20,6109.33,0.00867754,6109.33,6107.55,6107.54,6106.38,6105.5,6109.34,6110.0,6110.56,6111.0,6111.29,34.91105007,0.002,0.016,2.1,0.06577763,4.89314237,0.1,1.0,0.004,1.63713,"20180628 09:20:32.273479","20180628 09:20:32.115688",1
422,6109.33,0.00867754,6109.33,6107.55,6107.54,6106.38,6105.5,6109.34,6110.0,6110.56,6111.0,6111.29,34.91105007,0.002,0.016,2.1,0.06577763,4.89314237,0.1,1.0,0.004,1.63713,"20180628 09:20:32.391653","20180628 09:20:32.079525",1
439,6109.33,0.00867754,6109.33,6107.54,6107.53,6106.38,6105.5,6109.34,6110.0,6110.56,6111.0,6111.29,34.92172761,0.002,0.016,2.1,0.06577763,4.89314237,0.1,1.0,0.004,1.63713,"20180628 09:20:31.832739","20180628 09:20:32.590798",2
118,6109.33,0.00867754,6109.33,6108.73,6107.56,6107.54,6106.73,6109.34,6110.0,6110.56,6111.0,6111.29,34.91105007,0.001,0.002,0.016,0.001,4.90911788,0.1,1.0,0.004,1.63713,"20180628 09:20:32.877257","20180628 09:20:32.132477",1
9,6109.33,0.00867754,6109.33,6108.73,6107.56,6107.47,6106.73,6109.34,6110.0,6110.56,6111.0,6111.29,34.91305007,0.001,0.002,0.016,0.001,4.90911788,0.1,1.0,0.004,1.63713,"20180628 09:20:33.306901","20180628 09:20:32.118190",1
857,6109.33,0.00867754,6109.33,6108.73,6107.56,6107.47,6106.38,6109.34,6110.0,6110.56,6111.0,6111.29,32.87705007,0.001,0.002,0.016,2.1,4.90911788,0.1,1.0,0.004,1.63713,"20180628 09:20:33.511540","20180628 09:20:32.083485",1
440,6109.33,0.00867754,6109.33,6107.48,6107.47,6106.38,6105.5,6109.34,6110.0,6110.56,6111.0,6111.29,34.91105007,0.002,0.016,2.1,0.06577763,4.90911788,0.1,1.0,0.004,1.63713,"20180628 09:20:33.709286","20180628 09:20:32.590798",1
423,6109.33,0.00867754,6109.33,6108.73,6107.55,6107.53,6106.38,6109.34,6110.0,6110.56,6111.0,6111.29,32.41105007,0.001,0.002,0.016,2.1,4.90911788,0.1,1.0,0.004,1.63713,"20180628 09:20:34.314912","20180628 09:20:32.079525",1
21,6109.33,0.00867754,6109.33,6107.73,6107.56,6107.53,6106.73,6109.34,6110.0,6110.56,6111.0,6111.29,34.91128007,0.001,0.002,0.016,0.001,4.90911788,0.1,1.0,0.004,1.63713,"20180628 09:20:34.692275","20180628 09:20:32.115688",1
119,6109.33,0.00867754,6109.33,6107.59,6106.38,6105.5,6105.0,6109.34,6110.0,6110.56,6111.0,6111.29,34.91128007,0.016,2.1,0.06577763,1.0,4.90911788,0.1,1.0,0.004,1.63713,"20180628 09:20:35.333791","20180628 09:20:32.132477",1
441,6109.33,0.00867754,6109.33,6107.59,6106.38,6105.5,6105.0,6109.34,6110.0,6110.56,6111.0,6111.29,34.91128007,0.016,2.1,0.06577763,1.0,4.90911788,0.1,1.0,0.004,1.63713,"20180628 09:20:35.552578","20180628 09:20:32.590798",1
10,6109.33,0.00867754,6109.33,6107.59,6106.38,6105.5,6105.0,6109.34,6110.0,6110.56,6111.0,6111.29,34.91328007,0.016,2.1,0.06577763,1.0,4.90911788,0.1,1.0,0.004,1.63713,"20180628 09:20:35.740855","20180628 09:20:32.118190",1
858,6109.33,0.00867754,6109.33,6108.73,6107.73,6107.59,6107.56,6109.34,6110.0,6110.56,6111.0,6111.29,34.91128007,0.001,0.001,0.016,0.002,4.90911788,0.1,1.0,0.004,1.63713,"20180628 09:20:35.981613","20180628 09:20:32.083485",1
22,6109.33,0.00867754,6109.33,6107.73,6107.59,6107.56,6106.38,6109.34,6110.0,6110.56,6111.0,6111.29,34.91328007,0.001,0.016,0.002,2.1,4.90911788,0.1,1.0,0.004,1.63713,"20180628 09:20:36.586027","20180628 09:20:32.115688",1
424,6109.33,0.00867754,6109.33,6107.73,6107.59,6107.56,6106.38,6109.34,6110.0,6110.56,6111.0,6111.29,34.91328007,0.001,0.016,0.002,2.1,4.90911788,0.1,1.0,0.004,1.63713,"20180628 09:20:36.640176","20180628 09:20:32.079525",1
442,6109.33,0.00867754,6109.33,6108.73,6107.71,6106.38,6105.5,6109.34,6110.0,6110.56,6111.0,6111.29,34.88128007,0.001,0.016,2.1,0.06577763,4.90911788,0.1,1.0,0.004,1.63713,"20180628 09:20:37.456487","20180628 09:20:32.590798",1
859,6109.33,0.00867754,6109.33,6107.71,6107.56,6106.73,6106.38,6109.34,6110.0,6110.56,6111.0,6111.29,34.88128007,0.016,0.002,0.001,2.1,4.90911788,0.1,1.0,0.004,1.63713,"20180628 09:20:37.831619","20180628 09:20:32.083485",1
11,6109.33,0.00867754,6109.33,6108.06,6106.73,6106.38,6105.5,6109.34,6110.0,6110.56,6111.0,6111.29,34.88328007,0.016,0.001,2.1,0.06577763,4.90911788,0.1,1.0,0.004,1.63713,"20180628 09:20:38.174714","20180628 09:20:32.118190",1
