"id","trade_px","trade_volume","b1","b2","b3","b4","b5","a1","a2","a3","a4","a5","bq1","bq2","bq3","bq4","bq5","aq1","aq2","aq3","aq4","aq5","order_date_time","trades_date_time","update_type"
716,6107.21,0.01381137,6106.64,6104.23,6103.36,6103.35,6102.44,6107.64,6107.65,6112.99,6113.21,6113.99,3.39690696,1.5,0.006345,0.01,5.7,0.09002609,5.0,1.50613342,0.676174,0.00850428,"20180628 09:20:24.225396","20180628 09:20:15.000000",1
23,6107.21,0.01381137,6106.64,6104.23,6103.36,6103.35,6102.44,6107.64,6107.65,6112.99,6113.21,6113.99,3.39690696,1.5,0.006345,0.01,5.7,0.09002609,5.0,1.50613342,0.676174,0.00850428,"20180628 09:20:24.226144","20180628 09:20:15.000000",1
364,6107.21,0.01381137,6106.64,6104.23,6103.36,6103.35,6102.4,6107.64,6107.65,6112.99,6113.21,6113.99,3.39690696,1.5,0.006345,0.01,6.1639,0.09002609,5.0,1.50613342,0.676174,0.00850428,"20180628 09:20:34.654682","20180628 09:20:15.000000",1
378,6107.21,0.01381137,6106.64,6104.23,6103.36,6103.35,6102.4,6107.64,6107.65,6112.99,6113.21,6113.99,3.39690696,1.5,0.006345,0.01,6.1639,0.09002609,5.0,1.50613342,0.676174,0.00850428,"20180628 09:20:34.658328","20180628 09:20:15.000000",1
6,0.0,0.0,6106.64,6104.23,6103.36,6103.35,6102.4,6107.64,6107.65,6112.99,6113.21,6113.99,3.39690696,1.5,0.006345,0.01,6.1639,0.09002609,5.0,1.50613342,0.676174,0.00850428,"20180628 09:20:34.660567","20000101 00:00:00.000000",1
717,6107.21,0.01381137,6106.64,6104.23,6103.36,6103.35,6102.4,6107.64,6107.65,6112.99,6113.21,6113.99,3.39690696,1.5,0.006345,0.01,6.1639,0.09002609,5.0,1.50613342,0.676174,0.00850428,"20180628 09:20:34.661281","20180628 09:20:15.000000",1
54,6107.21,0.01381137,6106.64,6104.23,6103.36,6103.35,6102.4,6107.64,6107.65,6112.99,6113.21,6113.99,3.39690696,1.5,0.006345,0.01,6.1639,0.09002609,5.0,1.50613342,0.676174,0.00850428,"20180628 09:20:34.747656","20180628 09:20:15.000000",1
24,6107.21,0.01381137,6106.64,6104.23,6103.36,6103.35,6102.4,6107.64,6107.65,6112.99,6113.21,6113.99,3.39690696,1.5,0.006345,0.01,6.1639,0.09002609,5.0,1.50613342,0.676174,0.00850428,"20180628 09:20:34.753881","20180628 09:20:15.000000",1
365,6107.21,0.01381137,6106.64,6104.23,6103.36,6103.35,6102.45,6107.64,6107.65,6112.99,6113.21,6113.99,3.39690696,1.5,0.006345,0.01,9.591,0.09002609,5.0,1.50613342,0.676174,0.00850428,"20180628 09:20:35.701668","20180628 09:20:15.000000",1
379,6107.21,0.01381137,6106.64,6104.23,6103.36,6103.35,6102.45,6107.64,6107.65,6112.99,6113.21,6113.99,3.39690696,1.5,0.006345,0.01,9.591,0.09002609,5.0,1.50613342,0.676174,0.00850428,"20180628 09:20:35.705661","20180628 09:20:15.000000",1
55,6107.21,0.01381137,6106.64,6104.23,6103.36,6103.35,6102.45,6107.64,6107.65,6112.99,6113.21,6113.99,3.39690696,1.5,0.006345,0.01,9.591,0.09002609,5.0,1.50613342,0.676174,0.00850428,"20180628 09:20:35.706416","20180628 09:20:15.000000",1
25,6107.21,0.01381137,6106.64,6104.23,6103.36,6103.35,6102.45,6107.64,6107.65,6112.99,6113.21,6113.99,3.39690696,1.5,0.006345,0.01,9.591,0.09002609,5.0,1.50613342,0.676174,0.00850428,"20180628 09:20:35.711259","20180628 09:20:15.000000",1
718,6107.21,0.01381137,6106.64,6104.23,6103.36,6103.35,6102.45,6107.64,6107.65,6112.99,6113.21,6113.99,3.39690696,1.5,0.006345,0.01,9.591,0.09002609,5.0,1.50613342,0.676174,0.00850428,"20180628 09:20:35.715461","20180628 09:20:15.000000",1
7,0.0,0.0,6106.64,6104.23,6103.36,6103.35,6102.45,6107.64,6107.65,6112.99,6113.21,6113.99,3.39690696,1.5,0.006345,0.01,9.591,0.09002609,5.0,1.50613342,0.676174,0.00850428,"20180628 09:20:35.740006","20000101 00:00:00.000000",1
366,6107.21,0.01381137,6106.64,6104.23,6103.36,6103.35,6102.46,6107.64,6107.65,6112.99,6113.21,6113.99,3.39690696,1.5,0.006345,0.01,6.0,0.09002609,5.0,1.50613342,0.676174,0.00850428,"20180628 09:20:36.743771","20180628 09:20:15.000000",1
380,6107.21,0.01381137,6106.64,6104.23,6103.36,6103.35,6102.46,6107.64,6107.65,6112.99,6113.21,6113.99,3.39690696,1.5,0.006345,0.01,6.0,0.09002609,5.0,1.50613342,0.676174,0.00850428,"20180628 09:20:36.744929","20180628 09:20:15.000000",1
8,0.0,0.0,6106.64,6104.23,6103.36,6103.35,6102.46,6107.64,6107.65,6112.99,6113.21,6113.99,3.39690696,1.5,0.006345,0.01,6.0,0.09002609,5.0,1.50613342,0.676174,0.00850428,"20180628 09:20:36.747373","20000101 00:00:00.000000",1
719,6107.21,0.01381137,6106.64,6104.23,6103.36,6103.35,6102.46,6107.64,6107.65,6112.99,6113.21,6113.99,3.39690696,1.5,0.006345,0.01,6.0,0.09002609,5.0,1.50613342,0.676174,0.00850428,"20180628 09:20:36.748873","20180628 09:20:15.000000",1
56,6107.21,0.01381137,6106.64,6104.23,6103.36,6103.35,6102.46,6107.64,6107.65,6112.99,6113.21,6113.99,3.39690696,1.5,0.006345,0.01,6.0,0.09002609,5.0,1.50613342,0.676174,0.00850428,"20180628 09:20:36.750016","20180628 09:20:15.000000",1
26,6107.21,0.01381137,6106.64,6104.23,6103.36,6103.35,6102.46,6107.64,6107.65,6112.99,6113.21,6113.99,3.39690696,1.5,0.006345,0.01,6.0,0.09002609,5.0,1.50613342,0.676174,0.00850428,"20180628 09:20:36.752023","20180628 09:20:15.000000",1
367,6107.64,0.09002609,6106.64,6104.23,6103.36,6103.35,6102.46,6107.64,6107.65,6112.99,6113.21,6113.99,3.39690696,1.5,0.006345,0.01,6.0,0.09002609,5.0,1.50613342,0.676174,0.00850428,"20180628 09:20:38.814305","20180628 09:20:39.000000",2
381,6107.64,0.09002609,6106.64,6104.23,6103.36,6103.35,6102.46,6107.64,6107.65,6112.99,6113.21,6113.99,3.39690696,1.5,0.006345,0.01,6.0,0.09002609,5.0,1.50613342,0.676174,0.00850428,"20180628 09:20:38.821187","20180628 09:20:39.000000",2
9,6107.64,0.09002609,6106.64,6104.23,6103.36,6103.35,6102.46,6107.64,6107.65,6112.99,6113.21,6113.99,3.39690696,1.5,0.006345,0.01,6.0,0.09002609,5.0,1.50613342,0.676174,0.00850428,"20180628 09:20:38.819331","20180628 09:20:39.000000",2
57,6107.64,0.09002609,6106.64,6104.23,6103.36,6103.35,6102.46,6107.64,6107.65,6112.99,6113.21,6113.99,3.39690696,1.5,0.006345,0.01,6.0,0.09002609,5.0,1.50613342,0.676174,0.00850428,"20180628 09:20:38.826474","20180628 09:20:39.000000",2
